,0
0272cdb141e62321341591f0959794a2_wob-documenten-1005_6.png,"kerken: 600 mensen bij elkaar in een afgesloten ruimte, waar ook nog gezongen wordt. De hele
wereld weet dat dit de ideale plek voor het virus is om zich te verspreiden, ook als men zich aan
de 1,5 meter afstand houdt. Als er dan heel veel kritiek komt vanuit de samenleving op dat soort
bijeenkomsten, vind ik dat je als kerkgemeenschap ook naar jezelf moet kijken. Als je dan een
beroep wilt doen op een uitzonderingsgrond, zal je toch extra voorzichtig moeten zijn en
desnoods op eigen houtie die groepsgrootte moeten teruadringen. wil je niet in deze discussie
"
0272cdb141e62321341591f0959794a2_wob-documenten-1005_7.png,"verzanden en uiteindelijk dus met veel strengere afspraken te maken krijgen.

De heer Van der Staaij (SGP):

Ik heb al beklemtoond dat er zeker ook een eigen verantwoordelijkheid is. Ik wil op mijn beurt het
beeld betwisten dat er zomaar wat gedaan werd daar. Juist omdat men het zo belangrijk vond,
had men heel era aeinvesteerd in allerlei maatreoelen voor ventilatie en wat dies meer Zii.
"
0272cdb141e62321341591f0959794a2_wob-documenten-1005_8.png,"Wetenschappelijke literatuur was over tafel gegaan, zodat dit op deze manier kon. Er mag
natuurlijk over gepraat worden om dat op een andere manier te doen. Goed overleg tussen
kerken en overheid vind ik na deze situatie aangewezen. Dat heb ik ook gelijk gezegd. Als er van
iedereen afschaling wordt verwacht in het kader van het verminderen van contactmomenten, vind
ik het legitiem om de vraag bij kerken neer te leggen welke verantwoordelijkheid zij daarin
kunnen laten zien. Dat is wat mij betreft een terechte oproep.
"
0272cdb141e62321341591f0959794a2_wob-documenten-1005_9.png,"De voorzitter:

Gaat u verder.

De heer Van der Staaij (SGP):

Vioorzvitter Ook bil heqrafeniecen ziin de normen voor aronencarooite in de achterlingqende
"
0272cdb141e62321341591f0959794a2_wob-documenten-1006_1.png,
0272cdb141e62321341591f0959794a2_wob-documenten-1006_10.png,"niet zo rigide is als eerder in de wet stond en dat de spontane kus van een kleinkind aan een oma
op straat niet gelijk een strafbaar feit is. Naast een relativering van deze norm is het daarom ook
belangrijk dat de overheid een zeer terughoudend boetebeleid hanteert. De SGP steunt daarbij
het amendement van de VVD om de boete voor coronaovertredingen fors te verlagen en ervoor
te zorgen dat de ccronaboete niet ten koste gaat van de vog.
"
0272cdb141e62321341591f0959794a2_wob-documenten-1006_11.png,"Voorzitter. In een unaniem aangenomen motie samen met collega Klaver heeft de Kamer
opgeroepen om te onderzoeken hoe ten aanzien van de anderhalvemetermaatregel de rol van
het strafrecht verder kan worden teruggedrongen ten gunste van dringende adviezen en
"
0272cdb141e62321341591f0959794a2_wob-documenten-1006_12.png,"32480111 0105
"
0272cdb141e62321341591f0959794a2_wob-documenten-1006_2.png,"en dat dus ook de bepaling over het stellen van regels over hygigénemaatregelen en
beschermingsmiddelen, artikel 58j, hier geen ruimte voor biedt.

Mevrouw de voorzitter. Vorige week kwam in het coronadebat de mogelijkheid van een
mondkapjesplicht voorbij. In de nota naar aanleiding van het verslag wordt gezegd dat artikel 58)
hiar san moanoalibhasid tan hinds andar vannaoardas van nnnAsasl an avanrandinkbain RAaar dat iusane
"
0272cdb141e62321341591f0959794a2_wob-documenten-1006_3.png,"PPP he eri OE Ee ee BAe ee Ee a et et Et a et ee et ee REE EE Re ce Pa seg Pheer ete PE Oe
dus wel even een punt waarbij ik dacht: hoe werkt dat nu in deze wet? Als je nu ziet dat juist
onder experts de opvattingen over het nut van niet-medische mondkapjes uiteenlopen, in
hoeverre kun je dan op basis van dit artikel een mondkapjesplicht afdwingen?

Voorzitter. In het voorjaar hebben we gezien hoe zwaar de bezoekbeperkingen waren voor
sArRrnetallinnman Pink wannnelan lanin tcine awn hase nabin nan nanen rE tienina canna AS nanneliar Kinks
"
0272cdb141e62321341591f0959794a2_wob-documenten-1006_4.png,"EME TREE Ne he ee PRA ae ESA ee re ee SARA RR VE Oe Oe
mogelijk. En juist in zo'n moeilijke tijd is er behoefte aan contact met naasten. We weten allemaal
dat beelcdbellen heel mooi is, maar dat het verbleekt bij echte bezoekjes. We hebben daarom het
amendement-Van Brenk meeondertekend dat op het punt van het bezoekrecht voor bewoners
van tehuizen en instellingen een verbetering behelst.

NO a ON ce i, Dice Nl: cen pe kale ca ci a a I I a ca ea cee Ec cee Oc aa cn i cM ey
"
0272cdb141e62321341591f0959794a2_wob-documenten-1006_5.png,"MET TRU TPN PRR CHEAT Te ee VR a Ne A OD CANT Re A ee ee
en vrijneden beter zijn beschermd, maar dat ook de democratische controle op de
coronamaatregelen wordt versterkt. Voor ons een belangrijke voorwaarde voor steun voor de wet
is dat niet de regering, maar het parlement het laatste woord heeft, en dat ook de
vangnetbepaling uit de wet geschrapt wordt. Dat was toch een vrijbrief om maatregelen te nemen
waarvan we niet precies weten wat dat allemaal zou kunnen behelzen. Dat zijn punten die via
amandoamantan worhotord woardan hinjanrasald pot amanndamant wan roallana RBintoanaran an etiik
"
0272cdb141e62321341591f0959794a2_wob-documenten-1006_6.png,"ORE EE TENT EE aE Te EE LR eee Te ee ee ee ee oe ees eM eae
nr. 30, voortbordurend op een eerder amendement van de collega's Buitenweg en Kuiken. Een
procedure waarbij de Tweede Kamer kan besluiten al dan niet in te stemmen met ministeriéle
regelingen vind ik ook een hele fundamentele verbetering van het wetsvoorstel. Nog wel de
vraag: is het de bedoeling dat er één ministeriéle regeling komt waarin alle regels tegelijkertijd
worden opgenomen, of dat er meerdere regelingen naast elkaar komen? Wij denken dat dat ook
voordelen heeft dat ie dan niet — zen maar — in @én keer nee zo zencen teqnen een heel
"
0272cdb141e62321341591f0959794a2_wob-documenten-1006_7.png,"pakket, terwijl er misschien onderdelen of regelingen in zijn waar je wel voorstander van bent.
Wij steunen ook het amendement op stuk nr. 32 van collega Van Dam en medeondertekenaars,
dat erover gaat dat de verantwoordingsplicht van burgemeesters en voorzitters van de
veiligheidsregio's aan de gemeenteraden worden versterkt. Wanneer verwacht het kabinet dat er
vwrear Inkaal maathwark monalik ie? En hakhen de hirnameectere daarnorinmiddele het iinieta
"
0272cdb141e62321341591f0959794a2_wob-documenten-1006_8.png,"Ee ey SO a ely Fe ERR RRO SEs OR lear eo aM oso les gMth es  eSecehs A SORE ly yen rmeeeel Reap eee ate MMe CNR REA OT) ee Re me eR eR eee Me bene ere EEE | SP saree IR MRR oomiegtee eeedbee eee
gereedschap? Dat is ook weer: zo veel mogelijk terug naar de normale, lokale verhoudingen, als
dat door de omstandigheden van de crisis ook weer kan.
Voorzitter. Dan de handhaving. We hebben er meermaals voor gepleit om de coronamaatregelen
zo veel mogelijk als dringende adviezen vorm te geven in plaats van in juridisch beton gegoten
yvornlichtingaan aancluitand hide cinan woranthananrdalikhaid wan ianderoan on wan do
"
0272cdb141e62321341591f0959794a2_wob-documenten-1006_9.png,"Sr ae ee ee RR ee Hee ee A ee MM es fee meng eee ee Meee gee eae. ewe ea ae ae ee ee a ee eee! Teena! gee
samenleving als geheel: dus dat die voorop bilijft staan. Handen wassen, thuisblijven bij klachten,
het dragen van een mondkapje, het is allemaal niet wettelijk verplicht, maar toch houden mensen
zich er behoorlijk goed aan. De afstandsnorm is wel afdwingbaar. Het belang van afstand houden
is onmiskenbaar, maar het is tegelijkertijd met afstand de maatregel die het maatschappelijk
leven het meest op zijn kop zet. Wat normaal een liefdevol gebaar heet, is in coronatijd strafbaar.
Ik waardeer dat de nota van wiiziaing nog een verduideliking heeft aangebracht dat de hensaling
"
0272cdb141e62321341591f0959794a2_wob-documenten-1007_1.png,
0272cdb141e62321341591f0959794a2_wob-documenten-1007_10.png,"De voorzitter:

Dank u wel. Dan geef ik nu het woord aan mevrouw Kuiken namens de PvdA.

Mevrouw Kuiken (PvdA):

Voorzitter. ledereen in dit huis voelt hoe ingrijpend de coronamaatregelen zijn. En als je niet voelt
nf qnelaot dat er ean nandeaemie ic en dat we een nrohleam hehbhen dan wal ia nean renele dan iwal
"
0272cdb141e62321341591f0959794a2_wob-documenten-1007_11.png,"jé geen noodverordening en dan wil je al helemaal geen wet. Ik denk ook niet dat ik vandaag die
mensen hier kan overtuigen van de noodzaak daarvan. Maar als je er wel van overtuigd ben dat
"
0272cdb141e62321341591f0959794a2_wob-documenten-1007_12.png,"32480111 0105
"
0272cdb141e62321341591f0959794a2_wob-documenten-1007_2.png,"richtlijnen. En ik zal eerlijk zeggen dat ik ook nog heb gekeken of ik dit zelf vanuit deze wens niet
wat beter in deze wet zou kunnen regelen, maar ik heb cok gemerkt dat dat een heel
ingewikkelde puzzel is. Daarom heb ik ook op dit punt dus geen amendement ingediend, en
respecteer ik dat er is gezegd: dit is zo'n duidelijke basale norm, daar kunnen we nu niet in
differentiéren. Maar het legt wel nog meer verantwoordelijkheid bij de handhaving, dus dat daarbij
nok nadrukkealik wordt gnekeken onder welke ametandinheden naar het hoetehboekie qenaan
"
0272cdb141e62321341591f0959794a2_wob-documenten-1007_3.png,"wordt. En ook het hele palet van juist eerst waarschuwen in situaties en niet te makkelijk burgers
op de bon slingeren, vinden we bij dit onderdeel een belangrijke zaak. Ik vraag ook nog over de
motie met collega Klaver: hoe staat het met het onderzoek en is de minister van plan om in
betere tijden de mogelijkheid van een boete — om het zo te zeggen — ""uit te zetten""? Zouden
die mogelijkheden er ook zijn voor de langere termijn?
"
0272cdb141e62321341591f0959794a2_wob-documenten-1007_4.png,"De coronawet moet zo kort mogelijk van kracht zijn. Aan het doel van de wet, het tegengaan en
bestrijden van het virus, moet zo zorgvuldig mogelijk invulling worden gegeven. Om dit beter in
de wet te verankeren, zijn drie amendementen ingediend, juist over de reikwijdte en de duur, die
wij ook hebben medeondertekend. Het amendement-Groothuizen op stuk nr. 27 brengt de duur
van de wet terug tot drie maanden. Ik had het amendement op stuk nr. 19, dat ik zelf op dit punt
had inoediend. net al inagetrokken. zodat dat aceen dee! hoeft uit te maken van de verdere
"
0272cdb141e62321341591f0959794a2_wob-documenten-1007_5.png,"behandeling. - . 7

Daarmnaast is er nog het amendement-Van der Graaf op stuk nr. 31 dat de reikwijdte van de wet
aanscherpt. Telkens als er gebruik wordt gemaakt van de bevoegdheden, moet de regering heel
duidelijk maken dat een minder vergaande regeling om de grondrechten in te perken niet
moaelik is Ook zeat dit amendement dat maatreaelen die bil ministeriéle reqaelina af alaemene
"
0272cdb141e62321341591f0959794a2_wob-documenten-1007_6.png,"maatregel van bestuur worden genomen, moeten worden afgeschaald zodra dit kan. Tot slot op
dit onderdeel: we willen dat telkens voordat de regering de wet wil verlengen, er een advies komt
van de Raad van State om te kijken of de genomen maatregelen nog proportioneel zijn. Dat geeft
het parlement ook houvast bij de beoordeling van de voorgestelde regels. Ook willen wij graag
dat de minister bij een eventuele verlenging duidelijk maakt hoe het perspectief ten aanzien van
het beéindigen van de maatreaelen eruitziet. Samen met andere partiien hebben we op stuk nr.
"
0272cdb141e62321341591f0959794a2_wob-documenten-1007_7.png,"26 een amendement ingediend dat het kabinet hiertoe verplicht. ee
Voorzitter. Ik kom tot een afronding. Ik heb aangegeven waarom wij de gedachte steunen dat er
een wet moet komen als opvolger van de noodverordeningen zolang deze crisis duurt. Ik heb
aangegeven dat wij menen dat met een aantal amendementen vanuit de Kamer het wetsvoorstel
daarvoor een solide basis biedt. Natuurliik moeten we ook steeds weer bezien hoe dat in de
"
0272cdb141e62321341591f0959794a2_wob-documenten-1007_8.png,"praktijk uitpakt. Grondig evalueren hoort ook bij wetgeving zoals deze. Ik wil mij nog aansluiten bij
de opmerkingen die door collega Van Dam zijn gemaakt over het staatsnoodrecht. Het is
inderdaad een wat juridisch debat. Aan het begin hoorde ik de PVV bijna verwijtend zeggen dat
het wel erg juridisch wordt, maar ik denk dat naast alle beleidsdebatten en beschouwende
debatten die we hebben gehad, het er juist op aankomt om te zeggen: allemaal mooi, allemaal
prachtig, maar hoe gaan we het nu met elkaar neties regelen? Ik hoop dat zo veel mogelijk
"
0272cdb141e62321341591f0959794a2_wob-documenten-1007_9.png,"partijen, ook misschien met aanvullende amendementen, zullen zeggen: zo is het netjes ©
geregeld, het is jammer dat het moet maar in de huidige omstandigheden is dit de best mogelijke
benadering.

Dank u wel, voorzitter.
"
0272cdb141e62321341591f0959794a2_wob-documenten-1008_1.png,
0272cdb141e62321341591f0959794a2_wob-documenten-1008_10.png,"ook geen overeenstemming hebt over de maatregelen die je gezamenlijk zou willen nemen.
Dat brengt mij tot een paar laatste opmerkingen. Er zijn heel veel technische vragen gesteld.
Daar sluit ik me kortheidshalve bij aan, maar een wetsvoorstel stelt natuurlijk niets voor op het
moment dat we de randvoorwaarden niet op orde hebben; als er geen goed testbeleid is; als er
neen aned hron- en contractondernmcnek moanelik ic: an het moament dat de crici¢ccammiinicatie te
"
0272cdb141e62321341591f0959794a2_wob-documenten-1008_11.png,"wensen overlaat. Dan sta je nergens. Dit biedt alleen maar een kader om datgene wat het
kabinet wil goed juridisch te verankeren.
"
0272cdb141e62321341591f0959794a2_wob-documenten-1008_12.png,"32480111 0105
"
0272cdb141e62321341591f0959794a2_wob-documenten-1008_2.png,"we het samen moeten doen en dat er daarom dus maatregelen nodig zijn, hoe moeilijk en
ingewikkeld af en toe ook, dan moet je dat netjes doen.

Mijn fractie had er heel veel begrip voor dat we in het begin met een noodverordening hebben
gewerkt. Er was immers sprake van een totaal unieke, nieuwe crisissituatie, waarin acuut
mahandald masetiusmmrdan Alaariain hRoakkhan nck van hat hanin af 54n nascand Aafia Aat niat ban
"
0272cdb141e62321341591f0959794a2_wob-documenten-1008_3.png,"ee ee ee ee ee ee a a Se a a a a ee ee a ee a
blijven doen. Want noodverordeningen — dat heeft het woord al in zich — doe je in een acute
situatie voor een tijdelijke periode en niet voor een periode van zeven maanden, waarmee we nu
te maken hebben, een periode die misschien nog wel veel langer kan duren, omdat we niet
weten wanneer het einde van deze pandemie in zicht is en we niet weten wanneer we een goed
werkend vaccin hebben. Dat maakt dus dat goede wetgeving voor de hand ligt. Wetgeving waarin
ia maatrenalen kimt afenreakan mastracelean waarmee ie het nne@ene kiimnt zin mastrencian waar
"
0272cdb141e62321341591f0959794a2_wob-documenten-1008_4.png,"a Sa ee ee ee Bk) eee i Re Rg ee Reg RCS Re SRR gee DOR A Se a | RR? le
je voor kunt zijn, maar dan in ieder geval wel op een nette manier geborgd met een goede
democratische controle, zowel in dit huis, dus in de Tweede Kamer, als ook op lokaal niveau.
Voorzitter. De eerste versie van de wetgeving die het kabinet ons heeft voorgespiegeld, was niet
goed genoeg. Er was terecht veel kritiek op. De tweede versie van het wetsvoorstel had
varhataringan in sich nmnder andere had fait dat ia niet maar achter da unnrdatiir kiint ingqrninen
"
0272cdb141e62321341591f0959794a2_wob-documenten-1008_5.png,"ane ee a Te Ce eR, RS OTR Ee AE ea MOT ee aN ERT Loree ee Ram SIAR mae ea
maar toch hadden wij nog wensen. Dat is mede de reden dat we samen met andere partijen
hebben gekeken hoe wij denken dat deze wetgeving eruit moet zien. Die democratische controle
moest dus beter verankerd worden en dat maakt ook dat we een aantal amendementen
gezamenlijk hebben ondertekend en ingeciend om dat wetsvoorstel op een aantal fundamentele
punten aan te passen. Met de amendementen die voorliggen, waarvan ik ook verwacht dat ze
een nositief oordeel krnigqen van het kabinet willen we iuist op die pnunten het wetsvoorstel
"
0272cdb141e62321341591f0959794a2_wob-documenten-1008_6.png,"verbeteren. Het gaat over die democratische controle, zowel bij ons als op het lokaal niveau, het
gaat over verkorting van het wetsvoorstel van zes naar drie maanden, het gaat over verlaging
van de boete, ervoor zorgen dat er geen strafblad meer volgt, en het afdwingen om eigenlijk in
alle gevallen bezoekrecht toe te staan. Dus het gaat over een aantal hele fundamentele zaken,
waarvan zowel de samenleving als wijzelf hebben gevoeld dat daar wijzigingen nodig waren.
"
0272cdb141e62321341591f0959794a2_wob-documenten-1008_7.png,"Voorzitter. Die amendementen en het aannemen daarvan zijn ook randvoorwaardelijk voor mijn
fractie om voor te kunnen stemmen. Maar er is nu een meerderheid en als het kabinet positief
oordeelt, denk ik dat we daarmee een pakket, een wetsvoorstel hebben liggen dat daarmee ook
onze goedkeuring kan wegdragen en dat helpt om alle maatregelen die er komen op een goede
manier te toetsen.
"
0272cdb141e62321341591f0959794a2_wob-documenten-1008_8.png,"Dat neemt niet weg dat daarmee de ingewikkeldheid niet klaar is, want dit wetsvoorstel regelt
bijvoorbeeld nog niets over het wel of niet verplichten van een mondkapje. Dit wetsvoorstel regelt
nog niets over welke maatregelen je nog aanvullend wilt nemen, want feitelijk is het nog steeds
een kader. Maar het wetsvoorstel regelt wél, op een moment dat het kabinet een beslissing wil
nemen, dat we in ieder geval hier die toetsing moeten houden om te kijken of we dat willen
bekrachtioen of dat we dat niet willen bekrachtigen.
"
0272cdb141e62321341591f0959794a2_wob-documenten-1008_9.png,"Voorzitter. Het debat volgende in de afgelopen maanden en vooral de afgelopen weken, bekroop
me ook af en toe het gevoel: met wat hebben we nou een groter probleem, door ons zorgen te
maken over de maatregelen die het kabinet wél neemt, of ons bijna zorgen te moeten maken
over de maatregelen die het kabinet niet neemt? Dat laat ook wel zien dat een wetsvoorstel niets
hiedt an het mamen? dat ie niet handelt on het moment dat ie qeen eenduidiqheid hiedit en dat ie
"
0272cdb141e62321341591f0959794a2_wob-documenten-1009_1.png,
0272cdb141e62321341591f0959794a2_wob-documenten-1009_10.png,"voor ae bestryjaing van net Coronavirus. Fen wet aie nelaas de NOoaZakelljKe DEperKing van een
aantal van onze vrijheden juridisch mogelijk maakt. Een wet die onder normale omstandigheden
niemand wil, maar die nu wel nodig is. Kortom, een wet waarover de nodige maatschappelijke
onrust is ontstaan.

Laat ik er heel duidelijk over zijn: ik begrijp die onrust. Ik begrijp die onrust en het gevoel dat de
"
0272cdb141e62321341591f0959794a2_wob-documenten-1009_11.png,"minister van Volksgezonaneid met €en pennensireek dé ruimte c.q. ge Macnt Kriygt om onze
vrijheid, onze manier van leven, in te perken. Ik begrijp die onrust als ik kijk naar de eerste
consultatieversie van de wet die het kabinet had opgesteld. Die versie was geen goede wet.
"
0272cdb141e62321341591f0959794a2_wob-documenten-1009_12.png,"32480111 0105
"
0272cdb141e62321341591f0959794a2_wob-documenten-1009_2.png,"We moeten ook een beetje voorkomen dat wij straks een soort voorstellenmachine worden om te
corrigeren waar we het kabinet niet goed in vinden opereren, of waarin we ze te zwabberig, te
laks of te laat vinden opereren. Want dat zou eigenlijk een verkeerde rol en een verkeerd
mechaniek zijn van dit wetsvoorstel. Ik zie het wél zo dat het kabinet adviezen brengft,
beleidsmaatregelen voorstelt, met regelingen komt en dat wij vervolgens toetsen of we dat wel of
niet veretandio vinden \A/ant ale het andercom aaat werken wordt cit ook een wetevoorete! zoale
"
0272cdb141e62321341591f0959794a2_wob-documenten-1009_3.png,"we dat niet bedoeld hebben. Dan zijn wij voortdurend aan zet bij iets wat gemanaged moet
worden door het kabinet. Dat blijft wel een voortdurende zorg.

Dan mijn laatste punt. Waarom breng ik dat zo nadrukkelijk? Ik noem als voorbeeld alleen al
vanochtend, toen was minister De Jonge iets te laat. Dat geeft niks, want hij was bij het Amphia
Fiakanhine vanwene de eneltecten Aaar vervoloence ward ham da vraag mectald: wie manen er
"
0272cdb141e62321341591f0959794a2_wob-documenten-1009_4.png,"straks gebruikmaken van die sneltesten? Toen was het eerst: de vitale beroepen, toen was het
iedereen die misschien in contact is geweest met iedereen, of misschien iedereen die de
CoronaMelder heeft gedownload en een notificatie heeft gehad. Daarmee worden weer beloftes
of voorspellingen gedaan die vervolgens misschien niet waar te maken zijn. Vandaar mijn vraag:
het kabinet gaat dit wetsvoorstel halen, maar laat het daarbij ook de bescheidenheid tonen om
ervoor te zoraen dat we zonder aericht beleid. zonder duideliike maatreacelen. zonder aneie
"
0272cdb141e62321341591f0959794a2_wob-documenten-1009_5.png,"randvoorwaarden nergens zijn. Dan is dit wetsvoorstel ook een lege huis. -

Ik ben nog één laatste vraag vergeten die ik wel moet stellen; dat is ook een beetje een omissie
van onze kant. Het betreft namelijk Caribisch Nederland. Ik had er niet over nagedacht dat ook de
BES-eilanden direct door dit wetsvoorstel worden geraakt. Ik weet dat een aantal eilanden binnen
de RES araaq een ontheffina wilen Teneliikeriid heeft biivoorheeld on Ronaire het dehat noa
"
0272cdb141e62321341591f0959794a2_wob-documenten-1009_6.png,"helemaal niet plaatsgevonden. Dus ik zou graag van het kabinet willen weten hoe het nu precies
zit. ls er ook op de eilanden draagvlak om daadwerkelijk wel of niet tot een ontheffing te komen?
Wat betekent dat dan? En wat betekent het als er geen ontheffing komt?

Mijn allerlaatste opmerking gaat over mevrouw Van der Graaf, die straks mag spreken op haar
verigardaqg Ik wens haar een hele fline verigardan oandanke dat wii vandaan vonral in dit hie
"
0272cdb141e62321341591f0959794a2_wob-documenten-1009_7.png,"zullen zitten. En ik wens haar veel succes en sterkte straks bij haar inbreng.
Dank u wel, voorzitter.
(Geroffel op de bankjes)
"
0272cdb141e62321341591f0959794a2_wob-documenten-1009_8.png,"De voorzitter:
Dank u wel. En van harte gefeliciteerd, mevrouw Van der Graaf.
Dan geef ik nu het woord aan de heer Veldman namens de VVD.
"
0272cdb141e62321341591f0959794a2_wob-documenten-1009_9.png,"De heer Veldman (VVL):

""Tijdelijike bepalingen in verband met maatregelen ter bestrijding van de epidemie van covid-19
voor de langere termijn”. Voorzitter, dit is de volledige titel van de wet die wij vandaag en morgen
bespreken. In deze titel zitten zowel het ongemakkelijke als het noodzakelijke van deze wet,
gevat in woorden als ""tijdelijike bepalingen"", ""maatregelen ter bestrijding van de epidemie” en
""langere termijn"". Een wet die de juridische grondslag geeft voor het nemen van maatregelen
"
0272cdb141e62321341591f0959794a2_wob-documenten-100_1.png,"CONSULTATIEVERSIE
"
0272cdb141e62321341591f0959794a2_wob-documenten-100_10.png,"Aard en zwaarte van de voorgenomen sanctie:
e Primair wordt gedacht aan de geldboete. Dat is niet doorslaggevend voor de keuze
van het sanctiestelsel. Op overtreding van de huidige noodverordeningen (art. 443
Sr). staat ook hechtenis, en daarmee ook de mogelijkheid van een taakstraf (art. 9,
tweede lid Sr). Het is van belanag dat die moageliikheid behouden bliift.
"
0272cdb141e62321341591f0959794a2_wob-documenten-100_11.png,"37
"
0272cdb141e62321341591f0959794a2_wob-documenten-100_12.png,"29107135 0014
"
0272cdb141e62321341591f0959794a2_wob-documenten-100_2.png,"hem krachtens artikel 7 Wpg opdragen hoe hij de bestrijding van de epidemie van het virus ter
hand heeft te nemen.

8.3. Handhaving (toezicht op de naleving, opsporing en sanctionering)

Meat hat Enosicht an do nalayvingn wan heat hanaaldas hii anf krachtanc da \Ainn siin innevaloes artilsl GA
"
0272cdb141e62321341591f0959794a2_wob-documenten-100_3.png,"Ce Se ee ee ee ee ee eS a ee a ee ee ee ee ee a a ee le reese ee ee Ue
Wpg belast de ambtenaren van de IG) en de NVWA. Deze toezichthoudende taak zal ook
betrekking hebben op de via dit wetsvoorstel in hoofdstuk Va van de Wpg op te nemen regels. Het
nalevingstoezicht van de IGJ en de NVWA zal zich feitelijk beperken tot overtredingen en plaatsen
die aansluiten bij de bestaande toezichthoudende taken van de IG] en de NVWA. Het wetsvoorstel
voorziet via het voorgestelde artikel 64a Wpg in een grondslag voor het aanwijzen van andere
ambtenaren die eveneens belast ziin met het toezicht on de nalevinga van de de reaels in hoofdstuk
"
0272cdb141e62321341591f0959794a2_wob-documenten-100_4.png,"Va Wpg. Verder volgt uit de reikwijdte van artikel 3 van de Arbeidsomstandighedenwet (veilige en
gezonde arbeidsomstandigheden) en uit de Arbeidsveiligheidswet BES dat de op grond van art. 24
lid 1 onderscheidenlijk art. 2 lid 5 van die wetten aangewezen toezichthouders (ambtenaren van
de Inspectie SZW) in het kader van het toezicht op de naleving van die wetten tevens toezicht
zullen houden op de naleving van de bij of krachtens hoofdstuk Va Wpg vastgestelde regels op de
werkplek.
"
0272cdb141e62321341591f0959794a2_wob-documenten-100_5.png,"In voorkomende gevallen zullen regels uit hoofdstuk Va Wpg kunnen worden gehandhaafd via de
oplegging van een last onder bestuursdwang of last onder dwangsom door de minister, de
burgemeester of de gezaghebber. In de artikelsgewijze toelichting op het nieuw voorgestelde
artikel 58u wordt daar nader op ingegaan.
"
0272cdb141e62321341591f0959794a2_wob-documenten-100_6.png,"Via het voorgestelde artikel 68bis Wpg wordt overtreding van bij of krachtens hoofdstuk Va Wpg
gestelde regels strafbaar gesteld. In de artikelsgewijze toelichting op dat artikel wordt nader
ingegaan op de strafbaarstellingen en strafsancties. Er is niet gekozen voor een bestuursrechtelijk
sanctiestelsel (bestuurlijke boetes) of een gemengd strafrechtelijk en bestuursrechtelijk
sanctiestelsel. De keuze voor het strafrecht sluit aan op de huidige wijze van handhaving van de
noodverordeningen, waarvan de strafbaarstelling immers verloopt via artikel 443 van het Wetboek
"
0272cdb141e62321341591f0959794a2_wob-documenten-100_7.png,"van Stratirecnt (nierna: Sr}.

Het geldende beleid inzake de keuze tussen sanctiestelsels is laatstelijk neergelegd in de brief van
de Ministers voor Rechtsbescherming én van Justitie en Veiligheid van 18 april 2019
(Kamerstukken IT 2018/19, 29279, nr. 503). Keuze voor een stelsel vergt een voorafgaande toets
aan een aantal factoren die hieronder kort worden langsgelopen:
"
0272cdb141e62321341591f0959794a2_wob-documenten-100_8.png,"Feitelijke pakkans:

e Type overtreding is, in elk geval bij de afstandsnorm en de groepsvorming, een
algemene gedragsnorm duidelijk gericht op de gehele samenleving, de context is
open.

e Potentiéle daders behoren tot een onbepaalde groep individuen.

_ Ale maaalm wan An AMMAN ePAaAntast ie Ar AnAnMm emrslblaran ian mAnaeormarisalaecanrAan hanAhawnn
"
0272cdb141e62321341591f0959794a2_wob-documenten-100_9.png,"a ru a ee VO? Wu es MAPPER PE ee pig ee We Spe a ee PERCU IMAL rea vel ie
Aard van de overtreding:
e Deze is gericht op bescherming van het algemene belang van de volksgezondheid,
een mede door het strafrecht te beschermen algemeen belang.
e Normovertredingen bij de afstandsnorm en de groepsvorming vinden primair in de
nnenkhare riuimte nlaatc.
"
0272cdb141e62321341591f0959794a2_wob-documenten-1010_1.png,
0272cdb141e62321341591f0959794a2_wob-documenten-1010_10.png,"Se ee age ERE TESS re UR ee rene Noa yee TTA ENS ane ar ree heehee ter se ater Pantie es, | AROS tae ee Cae Maree ser ita Nagtipesrtghi “ila ninroera a fans Sine RrnSmeeerr en rea geet era SRE RSS RR TTS ROPE cst MARDER Tae
maatregelen, is een versterkte positie van de Kamer wenselijk. Deelt de minister deze
aanpassing, vormgegeven in het amendement op stuk nr. 30 met als eerste indiener mevrouw
Buitenweg?
Voorzitter. Niet alleen op nationaal niveau is deze democratische controle noodzakelijk. Ook op
Inkaal niveal ie verantwonording en controle een helanarik an qcneknectard inectriimeant In de wet
"
0272cdb141e62321341591f0959794a2_wob-documenten-1010_11.png,"wordt de positie van gemeenteraden verstevigd, maar met het amendement op stuk nr. 32 wordt
die democratische controle verder versterkt. De gemeenteraad moet de mogelijkheid hebben om
deze controlerende taak goed uit te voeren, zowel ten aanzien van het gevoerde beleid als ten
"
0272cdb141e62321341591f0959794a2_wob-documenten-1010_12.png,"32480111 0105
"
0272cdb141e62321341591f0959794a2_wob-documenten-1010_2.png,"Het wetsvoorstel dat nu bij de Tweede Kamer is ingediend, is aanmerkelijk verbeterd. Je zou
haast kunnen zeggen dat er een heel nieuwe voorstel ligt. Om een aantal goede aanpassingen te
noemen: het kunnen ingrijpen achter de voordeur is uit de wet gehaald. En terecht. Zo blijft het
huisrecht geborgd. Het is belangrijk dat mensen niet de angst hoéven te hebben dat de overheid
zomaar kan optreden binnen de vrijheid van hun eigen huis. Daarmee respecteren we het
fiindamentele helang van het huisrechi zoale verankerd in onder meer artikel 10 van de
"
